"outcome","aggr_level","sex","grouping","year","count_n_patients","rate_n_patients","mean3y_count_n_patients","mean3y_rate_n_patients"
"m4","kom","female","Silkeborg","2012",4708,18691,4554,18407
"m4","kom","female","Silkeborg","2013",4674,18181,4660,18487
"m4","kom","female","Silkeborg","2014",4759,18122,4714,18326
"m4","kom","female","Silkeborg","2015",4838,18062,4757,18122
"m4","kom","female","Silkeborg","2016",4804,17578,4800,17919
"m4","kom","female","Skanderborg","2007",1876,13714,NA,NA
"m4","kom","female","Skanderborg","2008",2213,15777,NA,NA
"m4","kom","female","Skanderborg","2009",2322,16263,2137,15276
"m4","kom","female","Skanderborg","2010",2507,17041,2347,16370
"m4","kom","female","Skanderborg","2011",2587,17151,2472,16825
"m4","kom","female","Skanderborg","2012",2652,17167,2582,17126
"m4","kom","female","Skanderborg","2013",2659,16849,2633,17057
"m4","kom","female","Skanderborg","2014",2672,16522,2661,16844
"m4","kom","female","Skanderborg","2015",2754,16614,2695,16659
"m4","kom","female","Skanderborg","2016",2713,15975,2713,16366
"m4","kom","female","Skive","2007",1844,13223,NA,NA
"m4","kom","female","Skive","2008",2177,15377,NA,NA
"m4","kom","female","Skive","2009",2346,16325,2122,14989
"m4","kom","female","Skive","2010",2504,17236,2342,16317
"m4","kom","female","Skive","2011",2666,18101,2505,17229
"m4","kom","female","Skive","2012",2887,19337,2686,18236
"m4","kom","female","Skive","2013",2949,19514,2834,18991
"m4","kom","female","Skive","2014",3022,19732,2953,19535
"m4","kom","female","Skive","2015",3135,20216,3035,19825
"m4","kom","female","Skive","2016",3150,20010,3102,19985
"m4","kom","female","Slagelse","2007",2945,12890,NA,NA
"m4","kom","female","Slagelse","2008",3427,14807,NA,NA
"m4","kom","female","Slagelse","2009",3612,15406,3328,14382
"m4","kom","female","Slagelse","2010",3908,16434,3649,15556
"m4","kom","female","Slagelse","2011",4108,17098,3876,16315
"m4","kom","female","Slagelse","2012",4100,16834,4039,16787
"m4","kom","female","Slagelse","2013",4009,16229,4072,16719
"m4","kom","female","Slagelse","2014",3903,15598,4004,16217
"m4","kom","female","Slagelse","2015",3937,15431,3950,15748
"m4","kom","female","Slagelse","2016",3934,15165,3925,15398
"m4","kom","female","Solrød","2007",854,15779,NA,NA
"m4","kom","female","Solrød","2008",1029,18131,NA,NA
"m4","kom","female","Solrød","2009",1049,18322,977,17432
"m4","kom","female","Solrød","2010",1081,18277,1053,18247
"m4","kom","female","Solrød","2011",1108,18393,1079,18337
"m4","kom","female","Solrød","2012",1087,17588,1092,18094
"m4","kom","female","Solrød","2013",1031,16299,1075,17406
"m4","kom","female","Solrød","2014",1004,15656,1041,16499
"m4","kom","female","Solrød","2015",977,14995,1004,15644
"m4","kom","female","Solrød","2016",951,14307,977,14996
"m4","kom","female","Sorø","2007",1041,12502,NA,NA
"m4","kom","female","Sorø","2008",1251,14777,NA,NA
"m4","kom","female","Sorø","2009",1288,14921,1193,14074
"m4","kom","female","Sorø","2010",1375,15709,1305,15142
"m4","kom","female","Sorø","2011",1426,16020,1363,15557
"m4","kom","female","Sorø","2012",1470,16279,1424,16000
"m4","kom","female","Sorø","2013",1468,15998,1455,16097
"m4","kom","female","Sorø","2014",1493,15978,1477,16083
"m4","kom","female","Sorø","2015",1471,15392,1477,15793
"m4","kom","female","Sorø","2016",1430,14649,1465,15336
"m4","kom","female","Stevns","2007",867,12624,NA,NA
"m4","kom","female","Stevns","2008",1021,14608,NA,NA
"m4","kom","female","Stevns","2009",1049,14818,979,14033
"m4","kom","female","Stevns","2010",1107,15341,1059,14927
"m4","kom","female","Stevns","2011",1161,15902,1106,15365
"m4","kom","female","Stevns","2012",1175,15796,1148,15685
"m4","kom","female","Stevns","2013",1132,14928,1156,15540
"m4","kom","female","Stevns","2014",1126,14653,1144,15121
"m4","kom","female","Stevns","2015",1109,14059,1122,14543
"m4","kom","female","Stevns","2016",1135,14029,1123,14248
"m4","kom","female","Struer","2007",865,13055,NA,NA
"m4","kom","female","Struer","2008",1058,15620,NA,NA
"m4","kom","female","Struer","2009",1187,17178,1037,15311
"m4","kom","female","Struer","2010",1254,17915,1166,16913
"m4","kom","female","Struer","2011",1271,17983,1237,17688
"m4","kom","female","Struer","2012",1329,18379,1285,18097
"m4","kom","female","Struer","2013",1324,18107,1308,18163
"m4","kom","female","Struer","2014",1364,18423,1339,18305
"m4","kom","female","Struer","2015",1403,18661,1364,18402
"m4","kom","female","Struer","2016",1410,18493,1392,18524
"m4","kom","female","Svendborg","2007",2725,15282,NA,NA
"m4","kom","female","Svendborg","2008",3124,17214,NA,NA
"m4","kom","female","Svendborg","2009",3222,17505,3024,16671
"m4","kom","female","Svendborg","2010",3371,18112,3239,17610
"m4","kom","female","Svendborg","2011",3492,18463,3362,18031
"m4","kom","female","Svendborg","2012",3498,18186,3454,18254
"m4","kom","female","Svendborg","2013",3498,17872,3496,18173
"m4","kom","female","Svendborg","2014",3508,17716,3501,17921
"m4","kom","female","Svendborg","2015",3442,17159,3483,17576
"m4","kom","female","Svendborg","2016",3333,16314,3428,17058
"m4","kom","female","Syddjurs","2007",1608,12979,NA,NA
"m4","kom","female","Syddjurs","2008",1982,15648,NA,NA
"m4","kom","female","Syddjurs","2009",2203,16948,1931,15216
"m4","kom","female","Syddjurs","2010",2309,17463,2165,16699
"m4","kom","female","Syddjurs","2011",2456,18168,2323,17537
"m4","kom","female","Syddjurs","2012",2477,17967,2414,17870
"m4","kom","female","Syddjurs","2013",2423,17256,2452,17792
"m4","kom","female","Syddjurs","2014",2417,16766,2439,17325
"m4","kom","female","Syddjurs","2015",2449,16733,2430,16917
"m4","kom","female","Syddjurs","2016",2431,16221,2432,16574
"m4","kom","female","Sønderborg","2007",3572,14986,NA,NA
"m4","kom","female","Sønderborg","2008",4151,17191,NA,NA
"m4","kom","female","Sønderborg","2009",4460,18222,4061,16816
"m4","kom","female","Sønderborg","2010",4688,18979,4433,18139
"m4","kom","female","Sønderborg","2011",4895,19585,4681,18933
"m4","kom","female","Sønderborg","2012",5037,19882,4873,19487
"m4","kom","female","Sønderborg","2013",4969,19353,4967,19607
"m4","kom","female","Sønderborg","2014",5049,19490,5018,19575
"m4","kom","female","Sønderborg","2015",5187,19777,5068,19543
"m4","kom","female","Sønderborg","2016",4996,18758,5077,19340
"m4","kom","female","Thisted","2007",1930,14135,NA,NA
"m4","kom","female","Thisted","2008",2266,16394,NA,NA
"m4","kom","female","Thisted","2009",2466,17548,2221,16041
"m4","kom","female","Thisted","2010",2615,18429,2449,17463
"m4","kom","female","Thisted","2011",2755,19182,2612,18390
"m4","kom","female","Thisted","2012",2855,19642,2742,19089
"m4","kom","female","Thisted","2013",2962,20181,2857,19673
"m4","kom","female","Thisted","2014",2940,19878,2919,19901
"m4","kom","female","Thisted","2015",2940,19678,2947,19909
"m4","kom","female","Thisted","2016",2912,19248,2931,19601
"m4","kom","female","Tårnby","2007",1531,12358,NA,NA
"m4","kom","female","Tårnby","2008",1759,14176,NA,NA
"m4","kom","female","Tårnby","2009",1833,14664,1708,13730
"m4","kom","female","Tårnby","2010",1965,15543,1852,14795
"m4","kom","female","Tårnby","2011",2064,16191,1954,15472
"m4","kom","female","Tårnby","2012",2147,16678,2059,16139
"m4","kom","female","Tårnby","2013",2215,17105,2142,16657
"m4","kom","female","Tårnby","2014",2164,16579,2175,16789
"m4","kom","female","Tårnby","2015",2168,16479,2182,16722
"m4","kom","female","Tårnby","2016",2265,17117,2199,16730
"m4","kom","female","Tønder","2007",1753,14029,NA,NA
"m4","kom","female","Tønder","2008",2015,15913,NA,NA
"m4","kom","female","Tønder","2009",2128,16680,1965,15547
"m4","kom","female","Tønder","2010",2230,17376,2124,16661
"m4","kom","female","Tønder","2011",2336,18109,2231,17392
"m4","kom","female","Tønder","2012",2499,19094,2355,18193
"m4","kom","female","Tønder","2013",2486,18810,2440,18670
"m4","kom","female","Tønder","2014",2539,19062,2508,18987
"m4","kom","female","Tønder","2015",2630,19559,2552,19144
"m4","kom","female","Tønder","2016",2581,19075,2583,19230
"m4","kom","female","Vallensbæk","2007",448,12728,NA,NA
"m4","kom","female","Vallensbæk","2008",546,15190,NA,NA
"m4","kom","female","Vallensbæk","2009",580,15664,525,14538
"m4","kom","female","Vallensbæk","2010",625,16100,584,15648
"m4","kom","female","Vallensbæk","2011",696,17425,634,16421
"m4","kom","female","Vallensbæk","2012",702,17266,674,16953
"m4","kom","female","Vallensbæk","2013",725,17147,708,17269
"m4","kom","female","Vallensbæk","2014",746,17359,724,17237
"m4","kom","female","Vallensbæk","2015",746,17104,739,17200
"m4","kom","female","Vallensbæk","2016",756,16920,749,17131
"m4","kom","female","Varde","2007",1998,14184,NA,NA
"m4","kom","female","Varde","2008",2446,17026,NA,NA
"m4","kom","female","Varde","2009",2661,18240,2368,16501
"m4","kom","female","Varde","2010",2860,19327,2656,18205
"m4","kom","female","Varde","2011",3075,20520,2865,19373
"m4","kom","female","Varde","2012",3162,20711,3032,20196
"m4","kom","female","Varde","2013",3190,20508,3142,20585
"m4","kom","female","Varde","2014",3241,20521,3198,20580
"m4","kom","female","Varde","2015",3322,20711,3251,20578
"m4","kom","female","Varde","2016",3320,20416,3294,20550
"m4","kom","female","Vejen","2007",1450,12341,NA,NA
"m4","kom","female","Vejen","2008",1756,14703,NA,NA
"m4","kom","female","Vejen","2009",1925,15885,1710,14328
"m4","kom","female","Vejen","2010",2088,17075,1923,15893
"m4","kom","female","Vejen","2011",2188,17640,2067,16870
"m4","kom","female","Vejen","2012",2296,18204,2191,17649
"m4","kom","female","Vejen","2013",2401,18764,2295,18213
"m4","kom","female","Vejen","2014",2467,18989,2388,18659
"m4","kom","female","Vejen","2015",2540,19319,2469,19028
"m4","kom","female","Vejen","2016",2551,19162,2519,19156
"m4","kom","female","Vejle","2007",4028,14279,NA,NA
"m4","kom","female","Vejle","2008",4680,16255,NA,NA
"m4","kom","female","Vejle","2009",4978,16902,4562,15825
"m4","kom","female","Vejle","2010",5354,17996,5004,17058
"m4","kom","female","Vejle","2011",5646,18638,5326,17855
"m4","kom","female","Vejle","2012",5883,19036,5628,18562
"m4","kom","female","Vejle","2013",5864,18585,5798,18753
"m4","kom","female","Vejle","2014",5939,18444,5895,18684
"m4","kom","female","Vejle","2015",6140,18714,5981,18580
"m4","kom","female","Vejle","2016",6094,18263,6058,18475
"m4","kom","female","Vesthimmerlands","2007",1766,15676,NA,NA
"m4","kom","female","Vesthimmerlands","2008",2139,18800,NA,NA
"m4","kom","female","Vesthimmerlands","2009",2310,20095,2072,18203
"m4","kom","female","Vesthimmerlands","2010",2481,21315,2310,20079
"m4","kom","female","Vesthimmerlands","2011",2533,21544,2441,20985
"m4","kom","female","Vesthimmerlands","2012",2555,21570,2523,21474
"m4","kom","female","Vesthimmerlands","2013",2516,20949,2535,21355
"m4","kom","female","Vesthimmerlands","2014",2479,20418,2517,20978
"m4","kom","female","Vesthimmerlands","2015",2440,19736,2478,20371
"m4","kom","female","Vesthimmerlands","2016",2411,19203,2443,19783
"m4","kom","female","Viborg","2007",3329,13305,NA,NA
"m4","kom","female","Viborg","2008",3794,14884,NA,NA
"m4","kom","female","Viborg","2009",4065,15658,3729,14630
"m4","kom","female","Viborg","2010",4300,16307,4053,15624
"m4","kom","female","Viborg","2011",4712,17642,4359,16540
"m4","kom","female","Viborg","2012",5159,18956,4724,17648
"m4","kom","female","Viborg","2013",5303,19182,5058,18603
"m4","kom","female","Viborg","2014",5424,19283,5295,19143
"m4","kom","female","Viborg","2015",5649,19737,5459,19406
"m4","kom","female","Viborg","2016",5611,19203,5561,19406
"m4","kom","female","Vordingborg","2007",1783,11533,NA,NA
"m4","kom","female","Vordingborg","2008",2070,13162,NA,NA
"m4","kom","female","Vordingborg","2009",2155,13525,2003,12745
"m4","kom","female","Vordingborg","2010",2269,14075,2165,13586
"m4","kom","female","Vordingborg","2011",2360,14444,2261,14015
"m4","kom","female","Vordingborg","2012",2400,14465,2343,14327
"m4","kom","female","Vordingborg","2013",2350,14002,2370,14301
"m4","kom","female","Vordingborg","2014",2337,13812,2362,14090
"m4","kom","female","Vordingborg","2015",2322,13461,2336,13752
"m4","kom","female","Vordingborg","2016",2325,13237,2328,13500
"m4","kom","female","Ærø","2007",308,10981,NA,NA
"m4","kom","female","Ærø","2008",354,12795,NA,NA
"m4","kom","female","Ærø","2009",361,12904,341,12231
"m4","kom","female","Ærø","2010",373,13070,363,12930
"m4","kom","female","Ærø","2011",389,13281,374,13091
"m4","kom","female","Ærø","2012",370,12580,377,12976
"m4","kom","female","Ærø","2013",362,12377,374,12737
"m4","kom","female","Ærø","2014",370,12424,367,12468
"m4","kom","female","Ærø","2015",357,11718,363,12176
"m4","kom","female","Ærø","2016",347,11247,358,11800
"m4","kom","male","Aabenraa","2007",2640,15794,NA,NA
"m4","kom","male","Aabenraa","2008",2985,17660,NA,NA
"m4","kom","male","Aabenraa","2009",3148,18224,2924,17247
"m4","kom","male","Aabenraa","2010",3271,18814,3135,18240
"m4","kom","male","Aabenraa","2011",3457,19575,3292,18876
"m4","kom","male","Aabenraa","2012",3653,20414,3460,19612
"m4","kom","male","Aabenraa","2013",3812,21137,3641,20389
"m4","kom","male","Aabenraa","2014",3880,21242,3782,20940
"m4","kom","male","Aabenraa","2015",4021,21744,3904,21380
"m4","kom","male","Aabenraa","2016",4028,21411,3976,21466
"m4","kom","male","Aalborg","2007",8489,18097,NA,NA
"m4","kom","male","Aalborg","2008",9583,20213,NA,NA
"m4","kom","male","Aalborg","2009",10099,21067,9390,19805
"m4","kom","male","Aalborg","2010",10675,22052,10119,21117
"m4","kom","male","Aalborg","2011",11018,22538,10597,21895
"m4","kom","male","Aalborg","2012",11249,22696,10981,22438
"m4","kom","male","Aalborg","2013",11246,22312,11171,22517
"m4","kom","male","Aalborg","2014",11406,22373,11300,22461
"m4","kom","male","Aalborg","2015",11573,22417,11408,22371
"m4","kom","male","Aalborg","2016",11592,22147,11524,22314
"m4","kom","male","Aarhus","2007",10195,16952,NA,NA
"m4","kom","male","Aarhus","2008",11775,19255,NA,NA
"m4","kom","male","Aarhus","2009",13026,20882,11665,19057
"m4","kom","male","Aarhus","2010",13828,21819,12876,20673
"m4","kom","male","Aarhus","2011",14509,22534,13788,21758
"m4","kom","male","Aarhus","2012",14738,22528,14358,22300
"m4","kom","male","Aarhus","2013",14700,22144,14649,22402
"m4","kom","male","Aarhus","2014",14799,21913,14746,22193
"m4","kom","male","Aarhus","2015",15135,22035,14878,22031
"m4","kom","male","Aarhus","2016",15227,21726,15054,21891
"m4","kom","male","Albertslund","2007",1201,19026,NA,NA
"m4","kom","male","Albertslund","2008",1376,21717,NA,NA
"m4","kom","male","Albertslund","2009",1429,22604,1335,21168
"m4","kom","male","Albertslund","2010",1522,23514,1442,22655
"m4","kom","male","Albertslund","2011",1635,24898,1529,23697
"m4","kom","male","Albertslund","2012",1705,25368,1621,24603
"m4","kom","male","Albertslund","2013",1686,24693,1675,24980
"m4","kom","male","Albertslund","2014",1692,24739,1694,24934
"m4","kom","male","Albertslund","2015",1698,24415,1692,24614
"m4","kom","male","Albertslund","2016",1732,24630,1707,24591
"m4","kom","male","Allerød","2007",907,15295,NA,NA
"m4","kom","male","Allerød","2008",1063,17618,NA,NA
"m4","kom","male","Allerød","2009",1159,18686,1043,17234
"m4","kom","male","Allerød","2010",1219,19277,1147,18538
"m4","kom","male","Allerød","2011",1276,19804,1218,19274
"m4","kom","male","Allerød","2012",1309,19909,1268,19687
"m4","kom","male","Allerød","2013",1308,19587,1298,19768
"m4","kom","male","Allerød","2014",1312,19175,1310,19543
"m4","kom","male","Allerød","2015",1337,19120,1319,19287
"m4","kom","male","Allerød","2016",1344,18880,1331,19053
"m4","kom","male","Assens","2007",1829,15612,NA,NA
"m4","kom","male","Assens","2008",2143,18101,NA,NA
"m4","kom","male","Assens","2009",2215,18475,2062,17419
"m4","kom","male","Assens","2010",2326,19131,2228,18576
"m4","kom","male","Assens","2011",2489,20228,2343,19283
"m4","kom","male","Assens","2012",2606,20887,2474,20092
"m4","kom","male","Assens","2013",2662,20904,2586,20682
"m4","kom","male","Assens","2014",2796,21702,2688,21172
"m4","kom","male","Assens","2015",2942,22588,2800,21741
"m4","kom","male","Assens","2016",2985,22501,2908,22267
"m4","kom","male","Ballerup","2007",2183,17501,NA,NA
"m4","kom","male","Ballerup","2008",2404,19155,NA,NA
"m4","kom","male","Ballerup","2009",2558,20150,2382,18967
"m4","kom","male","Ballerup","2010",2678,20939,2547,20094
"m4","kom","male","Ballerup","2011",2778,21713,2671,20938
"m4","kom","male","Ballerup","2012",2860,22184,2772,21615
"m4","kom","male","Ballerup","2013",2787,21418,2808,21774
"m4","kom","male","Ballerup","2014",2850,21512,2832,21702
"m4","kom","male","Ballerup","2015",2909,21654,2849,21529
"m4","kom","male","Ballerup","2016",2934,21726,2898,21633
"m4","kom","male","Billund","2007",1147,16686,NA,NA
"m4","kom","male","Billund","2008",1308,18640,NA,NA
"m4","kom","male","Billund","2009",1424,19945,1293,18438
"m4","kom","male","Billund","2010",1528,21087,1420,19902
"m4","kom","male","Billund","2011",1591,21740,1514,20938
"m4","kom","male","Billund","2012",1648,22315,1589,21728
"m4","kom","male","Billund","2013",1667,22150,1635,22079
"m4","kom","male","Billund","2014",1729,22518,1681,22328
"m4","kom","male","Billund","2015",1770,22805,1722,22490
"m4","kom","male","Billund","2016",1765,22267,1755,22526
"m4","kom","male","Bornholm","2007",2357,17102,NA,NA
"m4","kom","male","Bornholm","2008",2633,18929,NA,NA
"m4","kom","male","Bornholm","2009",2707,19374,2566,18477
"m4","kom","male","Bornholm","2010",2859,20105,2733,19475
"m4","kom","male","Bornholm","2011",3020,21039,2862,20177
"m4","kom","male","Bornholm","2012",3169,21816,3016,20994
"m4","kom","male","Bornholm","2013",3283,22459,3157,21776
